City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
341,Tacoronte,ES,28.4769,-16.4102,64.26,94,90,19.57,overcast clouds
342,Carballo,ES,43.213,-8.691,52.86,95,63,2.73,broken clouds
343,Gribanovskiy,RU,51.4579,41.9764,57.09,84,100,9.42,overcast clouds
344,Wattegama,LK,6.7989,81.4808,77.92,76,100,8.14,overcast clouds
345,Malatya,TR,38.5,38.0,55.45,65,75,9.26,broken clouds
346,Ampanihy,MG,-24.7,44.75,60.04,94,99,4.09,overcast clouds
347,Tezu,IN,27.9167,96.1667,86.58,54,4,2.24,light rain
348,Rundu,NA,-17.9333,19.7667,52.38,50,3,6.35,clear sky
349,Kieta,PG,-6.2167,155.6333,84.52,76,100,3.18,light rain
350,Viedma,AR,-40.8135,-62.9967,51.37,77,99,7.4,overcast clouds
351,Quedlinburg,DE,51.7833,11.15,49.64,91,61,6.67,broken clouds
352,Ayan,RU,56.45,138.1667,35.98,93,99,6.08,overcast clouds
353,New Waterford,US,40.8451,-80.6145,71.85,75,74,5.75,broken clouds
354,Oranjemund,NA,-28.55,16.4333,67.41,25,90,14.0,overcast clouds
355,Mehamn,NO,71.0357,27.8492,33.8,58,99,11.21,light rain
356,Mezen,RU,65.8522,44.24,44.46,78,93,12.84,overcast clouds
357,Atasu,KZ,48.6814,71.6433,68.0,46,2,10.29,clear sky
358,Cidreira,BR,-30.1811,-50.2056,58.93,80,0,12.26,clear sky
359,Xichang,CN,27.8964,102.2634,67.41,77,100,5.61,overcast clouds
360,Kupang,ID,-10.1667,123.5833,86.58,62,20,8.05,few clouds
361,Ust-Omchug,RU,61.15,149.6333,36.27,97,100,2.84,light rain
362,Faisalabad,PK,31.4167,73.0833,82.22,39,100,2.04,overcast clouds
363,Wloszczowa,PL,50.8526,19.9659,48.18,94,11,8.3,few clouds
364,Coihaique,CL,-45.5752,-72.0662,44.55,87,75,4.61,light rain
365,Hanzhong,CN,33.0728,107.0303,64.2,61,97,0.67,overcast clouds
366,Alyangula,AU,-13.8483,136.4192,84.07,61,40,13.62,scattered clouds
367,Trairi,BR,-3.2778,-39.2689,78.17,79,39,8.43,scattered clouds
368,Robertsport,LR,6.7533,-11.3686,81.52,78,46,5.53,scattered clouds
369,San Andres,CO,12.5847,-81.7006,82.42,83,75,12.66,broken clouds
370,Eyemouth,GB,55.8713,-2.0901,40.84,78,94,10.74,overcast clouds
371,Bousso,TD,10.4795,16.7117,79.29,57,7,5.28,clear sky
372,Dickinson,US,29.4608,-95.0513,75.97,73,90,3.0,overcast clouds
373,Kattivakkam,IN,13.2167,80.3167,83.07,66,100,9.1,overcast clouds
374,Olafsvik,IS,64.8945,-23.7142,40.71,79,100,16.4,overcast clouds
375,Rapar,IN,23.5667,70.6333,83.68,68,27,13.82,scattered clouds
376,Tautira,PF,-17.7333,-149.15,84.22,77,69,13.85,broken clouds
377,Riyadh,SA,24.6877,46.7219,87.94,14,0,0.0,clear sky
378,Alta,NO,69.9689,23.2717,31.26,69,90,6.91,overcast clouds
379,Kiunga,PG,-6.1219,141.2906,80.13,94,85,1.9,moderate rain
380,Vila Velha,BR,-20.3297,-40.2925,73.94,84,0,3.0,clear sky
381,Riverton,US,40.5219,-111.9391,63.88,29,75,1.99,broken clouds
382,Simplicio Mendes,BR,-7.8539,-41.9103,79.63,54,62,7.87,broken clouds
383,Luganville,VU,-15.5333,167.1667,78.98,67,44,6.02,scattered clouds
384,Srandakan,ID,-7.9386,110.2506,81.95,74,100,3.06,overcast clouds
385,Norman,US,35.2226,-97.4395,71.96,92,90,11.5,overcast clouds
386,Kahului,US,20.8947,-156.47,78.84,80,33,11.99,scattered clouds
387,Glenwood Springs,US,39.5505,-107.3248,67.01,69,46,2.44,scattered clouds
388,Owando,CG,-0.4819,15.8999,71.56,97,100,1.48,overcast clouds
389,Lagos,NG,6.5833,3.75,75.52,88,100,2.59,overcast clouds
390,Gotha,DE,50.9482,10.7019,48.15,80,0,10.76,clear sky
391,Boende,CD,-0.2167,20.8667,71.4,99,100,2.42,overcast clouds
392,Kedrovyy,RU,56.1667,91.8167,48.61,93,100,4.99,overcast clouds
393,Aguimes,ES,27.9054,-15.4461,65.66,68,40,31.07,scattered clouds
394,Solnechnyy,RU,50.7214,136.6319,64.92,64,59,5.55,broken clouds
395,Esperance,AU,-33.8667,121.9,57.04,78,100,11.79,overcast clouds
396,Byron Bay,AU,-28.65,153.6167,74.05,71,11,13.31,few clouds
397,Cuamba,MZ,-14.8031,36.5372,61.34,83,20,6.06,few clouds
398,Katangli,RU,51.7102,143.2326,44.33,79,14,10.09,few clouds
399,Seaford,GB,50.7714,0.1027,46.89,73,10,15.7,clear sky
400,Kosonsoy,UZ,41.2561,71.5508,63.16,37,47,2.66,scattered clouds
401,Zhob,PK,31.3411,69.4481,67.15,49,0,1.79,clear sky
402,Isla Vista,US,34.4133,-119.861,68.25,56,0,4.0,clear sky
403,Umm Lajj,SA,25.0213,37.2685,78.13,65,0,11.32,clear sky
404,Adre,TD,13.4667,22.2,80.71,11,46,14.14,scattered clouds
405,Alugan,PH,12.2188,125.4808,85.08,67,0,6.26,clear sky
406,Berlevag,NO,70.8578,29.0864,34.27,59,100,15.41,overcast clouds
407,Mataram,ID,-8.5833,116.1167,86.81,67,60,1.5,broken clouds
408,Ponta Do Sol,PT,32.6667,-17.1,65.03,78,87,11.32,overcast clouds
409,Pangnirtung,CA,66.1451,-65.7125,8.96,94,100,7.02,overcast clouds
410,Seka,TH,17.9285,103.9552,95.22,52,10,5.66,clear sky
411,Narsaq,GL,60.9167,-46.05,33.17,70,100,6.85,overcast clouds
412,Namibe,AO,-15.1961,12.1522,74.75,65,6,2.19,clear sky
413,Praia Da Vitoria,PT,38.7333,-27.0667,56.75,88,20,6.4,few clouds
414,Rorvik,NO,64.8621,11.2373,47.34,66,97,24.54,overcast clouds
415,Henties Bay,NA,-22.116,14.2845,70.86,33,0,15.03,clear sky
416,Polewali,ID,-3.4324,119.3435,80.02,82,100,1.88,overcast clouds
417,Roebourne,AU,-20.7833,117.1333,80.56,19,23,4.54,few clouds
418,Dingle,PH,10.9995,122.6711,87.08,63,6,5.21,clear sky
419,Quatre Cocos,MU,-20.2078,57.7625,70.09,75,48,17.76,scattered clouds
420,Barmstedt,DE,53.7833,9.7667,50.41,96,79,12.35,broken clouds
421,Ca Mau,VN,9.1769,105.15,77.67,91,100,9.57,overcast clouds
422,High Level,CA,58.5169,-117.136,73.51,32,40,7.54,scattered clouds
423,Aklavik,CA,68.2191,-135.0107,59.72,55,100,15.55,overcast clouds
424,Nyalikungu,TZ,-3.1833,33.7833,61.48,84,97,6.22,overcast clouds
425,Scottsbluff,US,41.8666,-103.6672,50.43,91,100,4.0,overcast clouds
426,Jamame,SO,0.0722,42.7506,76.57,81,24,13.09,few clouds
427,Forst,DE,51.7333,14.6333,49.84,89,6,8.37,clear sky
428,Olinda,BR,-8.0089,-34.8553,78.53,69,40,8.88,scattered clouds
429,Thinadhoo,MV,0.5333,72.9333,83.84,72,98,11.07,overcast clouds
430,Harper,LR,4.375,-7.7169,79.48,82,99,6.49,overcast clouds
431,Waldheim,DE,51.0667,13.0167,48.24,94,54,8.66,broken clouds
432,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.51,96,94,2.64,heavy intensity rain
433,Nipawin,CA,53.3668,-104.0009,53.64,58,90,5.75,overcast clouds
434,Ningxiang,CN,37.34,111.2052,57.63,33,5,13.13,clear sky
435,Victoria,HK,22.2855,114.1577,91.04,71,92,7.0,overcast clouds
436,Nantucket,US,41.2835,-70.0995,63.61,91,100,14.54,overcast clouds
437,Auki,SB,-8.7676,160.7034,84.49,72,100,4.9,overcast clouds
438,Bangangte,CM,5.1409,10.5198,61.45,98,100,3.0,light rain
439,Odweyne,SO,9.4092,45.064,72.37,69,69,11.95,broken clouds
440,Saryg-Sep,RU,51.5,95.6,43.66,61,100,3.18,overcast clouds
441,Bemidji,US,47.4736,-94.8803,58.05,95,90,6.91,overcast clouds
442,Tecoanapa,MX,16.5167,-98.75,83.86,64,5,5.1,clear sky
443,Linxia,CN,35.6003,103.2064,48.9,68,69,0.63,broken clouds
444,Sindou,BF,10.6667,-5.1667,80.35,60,61,3.94,light rain
445,Smithers,CA,54.7804,-127.1743,64.72,32,20,13.8,few clouds
446,Tenenkou,ML,14.4572,-4.9169,91.62,33,30,9.8,scattered clouds
447,Gamba,GA,-2.65,10.0,76.66,87,100,2.53,overcast clouds
448,Monrovia,LR,6.3005,-10.7969,79.93,81,28,4.88,scattered clouds
449,Mogadishu,SO,2.0371,45.3438,78.67,82,70,21.45,broken clouds
450,Belyy Yar,RU,53.6039,91.3903,48.09,79,0,7.11,clear sky
451,Hurghada,EG,27.2574,33.8129,73.44,46,0,13.8,clear sky
452,Constantine,DZ,36.365,6.6147,67.41,55,0,3.44,clear sky
453,San Pedro,PH,14.35,121.0167,89.35,55,40,7.67,scattered clouds
454,Qasigiannguit,GL,68.8193,-51.1922,25.05,96,100,5.73,light snow
455,Margate,GB,51.3813,1.3862,46.9,81,39,1.01,scattered clouds
456,Taua,BR,-5.9667,-40.3,70.65,76,4,3.69,clear sky
457,Ambulu,ID,-8.345,113.6058,82.15,69,11,1.7,few clouds
458,Eureka,US,40.8021,-124.1637,62.67,74,21,5.99,few clouds
459,Atar,MR,20.5169,-13.0499,82.31,28,0,5.64,clear sky
460,White Rock,CA,49.0164,-122.8026,68.94,66,16,1.99,few clouds
461,Kudahuvadhoo,MV,2.6708,72.8944,83.52,76,100,15.73,light rain
462,Sant Feliu De Guixols,ES,41.7833,3.0333,60.91,22,99,7.72,overcast clouds
463,Platanos,GR,37.6667,21.6167,60.71,64,16,4.85,few clouds
464,Puri,IN,19.8,85.85,85.37,68,81,6.24,broken clouds
465,Zelenoborskiy,RU,66.845,32.3622,31.87,81,99,13.24,overcast clouds
466,Ketrzyn,PL,54.0768,21.3753,43.57,97,1,9.8,clear sky
467,Englewood,US,39.6478,-104.9878,62.82,79,81,1.99,broken clouds
468,Najran,SA,17.4924,44.1277,72.25,51,0,5.91,clear sky
469,Rocha,UY,-34.4833,-54.3333,51.03,81,100,15.23,overcast clouds
470,Chone,EC,-0.6833,-80.1,72.61,91,67,2.95,broken clouds
471,El Rodeo,GT,14.9167,-91.9667,75.2,92,32,2.89,scattered clouds
472,Mercedes,AR,-34.6515,-59.4307,54.64,88,100,24.65,light rain
473,Churapcha,RU,62.0025,132.4325,51.15,29,3,5.86,clear sky
474,Tevaitoa,PF,-16.7833,-151.5,81.16,72,21,11.88,few clouds
475,Fortuna,US,40.5982,-124.1573,64.18,68,75,5.01,broken clouds
476,Garowe,SO,8.4054,48.4845,76.03,71,100,19.24,overcast clouds
477,Kamenka,RU,51.3223,42.7678,58.01,90,100,8.52,overcast clouds
478,Talcahuano,CL,-36.7167,-73.1167,51.48,93,40,3.44,scattered clouds
479,Richards Bay,ZA,-28.783,32.0377,58.77,87,32,3.31,scattered clouds
480,Koygorodok,RU,60.445,50.9968,52.72,61,1,8.19,clear sky
481,Erzin,TR,36.9559,36.2,62.01,67,0,1.77,clear sky
482,Chitral,PK,35.8462,71.7858,60.15,65,100,5.21,light rain
483,Ahipara,NZ,-35.1667,173.1667,58.75,72,100,21.88,overcast clouds
484,Sakaiminato,JP,35.55,133.2333,69.53,69,0,6.11,clear sky
485,Mount Gambier,AU,-37.8333,140.7667,58.91,55,22,13.8,few clouds
486,Aitape,PG,-3.1374,142.3475,85.24,71,100,4.27,overcast clouds
487,Honningsvag,NO,70.9821,25.9704,34.34,58,100,11.12,light snow
488,Desbiens,CA,48.4178,-71.9495,67.03,85,96,8.75,overcast clouds
489,Klyuchi,RU,52.2667,79.1667,72.14,44,5,8.37,clear sky
490,Tepic,MX,21.5,-104.9,66.33,68,0,2.46,clear sky
491,Camacha,PT,33.0833,-16.3333,61.56,63,40,12.66,scattered clouds
492,Coffs Harbour,AU,-30.3,153.1333,70.12,64,4,16.11,clear sky
493,Port Pirie,AU,-33.1833,138.0167,72.18,30,41,10.0,scattered clouds
494,Nogliki,RU,51.8333,143.1667,44.96,79,23,8.7,few clouds
495,Noumea,NC,-22.2763,166.4572,73.38,62,10,7.27,clear sky
496,Sao Filipe,CV,14.8961,-24.4956,72.66,80,8,10.29,clear sky
497,Morondava,MG,-20.2833,44.2833,66.76,66,0,8.95,clear sky
498,Laguna,US,38.421,-121.4238,77.97,35,40,7.0,scattered clouds
499,Findhorn,GB,57.6572,-3.6085,41.34,77,95,5.53,overcast clouds
500,Sola,VU,-13.8833,167.55,79.79,66,98,11.45,overcast clouds
501,Tucuman,AR,-26.8241,-65.2226,50.41,52,0,5.12,clear sky
502,Chipinge,ZW,-20.1883,32.6236,55.13,94,100,7.18,light rain
503,El Real De Santa Maria,PA,8.109,-77.7325,76.42,98,100,0.38,overcast clouds
504,Smiltene,LV,57.4244,25.9016,49.8,98,100,4.05,moderate rain
505,Gualeguay,AR,-33.1416,-59.3097,52.61,91,100,19.95,overcast clouds
506,Zeya,RU,53.75,127.2667,37.78,96,100,8.03,moderate rain
507,Banda Aceh,ID,5.5577,95.3222,82.8,73,100,6.76,light rain
508,Shahr-E Babak,IR,30.1165,55.1186,69.96,15,28,2.1,scattered clouds
509,Colatina,BR,-19.5394,-40.6306,64.22,78,98,1.72,overcast clouds
510,Rawson,AR,-43.3002,-65.1023,51.82,69,3,7.63,clear sky
511,Okhotsk,RU,59.3833,143.3,37.18,88,100,1.5,overcast clouds
512,Krasnoselkup,RU,65.7,82.4667,62.19,64,100,9.55,overcast clouds
513,Mana,GF,5.6592,-53.7767,77.27,92,92,9.57,overcast clouds
514,Adrar,MR,20.5022,-10.0711,86.7,22,1,8.01,clear sky
515,Garachine,PA,8.0647,-78.3628,79.83,87,100,6.46,overcast clouds
516,Binga,ZW,-17.6203,27.3414,61.3,56,2,1.68,clear sky
517,Ascoli Piceno,IT,42.8548,13.5749,60.37,76,77,5.88,broken clouds
518,Rio Grande City,US,26.3798,-98.8203,81.1,72,57,17.74,broken clouds
519,Vero Beach,US,27.6386,-80.3973,75.99,69,44,1.99,scattered clouds
520,Isla Mujeres,MX,21.2311,-86.731,80.17,80,100,16.08,overcast clouds
521,Muroto,JP,33.2833,134.15,68.77,64,3,4.7,clear sky
522,Gravdal,NO,68.1214,13.5031,40.69,69,88,15.05,overcast clouds
523,Camacupa,AO,-12.0167,17.4833,53.15,65,71,4.0,broken clouds
524,Uglegorsk,RU,49.0833,142.0333,54.23,69,48,8.37,scattered clouds
525,Bosaso,SO,11.2842,49.1816,86.7,59,91,2.46,overcast clouds
526,Ukiah,US,39.1502,-123.2078,72.12,38,6,4.0,clear sky
527,Dongsheng,CN,39.8161,109.9776,54.25,12,2,20.33,clear sky
528,Lerwick,GB,60.1545,-1.1494,39.2,77,9,5.91,clear sky
529,Vilhena,BR,-12.7406,-60.1458,70.95,92,100,2.01,overcast clouds
530,Tsiroanomandidy,MG,-18.7667,46.0333,54.77,82,0,2.21,clear sky
531,Panorama,GR,40.5878,23.0315,61.52,69,84,1.01,broken clouds
532,Brigantine,US,39.4101,-74.3646,79.03,71,100,10.47,overcast clouds
533,Ouro Preto,BR,-20.3948,-43.5052,62.94,63,98,3.13,overcast clouds
534,Banjar,ID,-8.19,114.9675,82.26,61,20,1.28,few clouds
535,Mandalgovi,MN,45.7625,106.2708,40.06,33,13,15.35,few clouds
536,La Seyne-Sur-Mer,FR,43.0982,5.8847,63.93,42,61,13.85,broken clouds
537,Kosa,RU,59.9445,54.9977,50.4,80,0,5.57,clear sky
538,Shahrud,IR,36.4182,54.9763,71.67,23,27,4.12,scattered clouds
539,Casino,AU,-28.8667,153.05,69.57,67,25,5.23,scattered clouds
540,Husavik,IS,66.0449,-17.3389,40.91,99,100,9.37,overcast clouds
541,Mananjary,MG,-21.2167,48.3333,68.74,84,88,3.71,light rain
542,Terenos,BR,-20.4422,-54.8603,73.11,94,75,5.46,broken clouds
543,Sorland,NO,67.667,12.6934,42.73,73,100,20.42,overcast clouds
544,Sitka,US,57.0531,-135.33,46.29,87,90,10.36,light rain
545,Bambari,CF,5.768,20.6757,69.85,96,100,3.62,light rain
546,Haukipudas,FI,65.1765,25.3523,37.45,87,97,13.0,light snow
547,Willowmore,ZA,-33.2926,23.4895,44.94,57,2,2.39,clear sky
548,Praya,CV,14.9215,-23.5087,72.14,73,40,11.5,scattered clouds
549,Ocos,GT,14.5094,-92.1933,84.31,74,1,7.16,clear sky
550,Bouca,CF,6.5105,18.2733,69.64,97,100,3.94,overcast clouds
551,Labuhan,ID,-6.8844,112.2051,83.5,70,26,3.51,scattered clouds
552,Washougal,US,45.5826,-122.3534,71.29,65,77,1.99,broken clouds
553,Naze,JP,28.3667,129.4833,68.92,89,100,11.68,overcast clouds
554,Sassandra,CI,4.95,-6.0833,78.6,86,92,5.84,overcast clouds
555,Joshimath,IN,30.5667,79.5667,67.98,38,5,1.52,clear sky
556,Nara,JP,34.6851,135.8049,76.98,55,13,6.17,few clouds
557,Ilhabela,BR,-23.7781,-45.3581,72.59,74,100,4.65,overcast clouds
558,Ruteng,ID,-8.6136,120.4721,70.79,76,56,0.36,broken clouds
559,Lazo,RU,43.3817,133.9014,78.13,40,0,2.75,clear sky
560,Peniche,PT,39.3558,-9.3811,57.61,71,2,17.94,clear sky
561,Chernyshevskiy,RU,63.0128,112.4714,50.5,34,21,4.45,few clouds
562,Faya,SA,18.3851,42.4509,66.31,57,0,2.8,clear sky
563,Unai,BR,-16.3575,-46.9061,72.3,48,100,3.38,overcast clouds
564,Mayo,US,38.8876,-76.5119,82.11,51,100,9.64,overcast clouds
565,Phangnga,TH,8.4509,98.5298,83.82,82,97,3.09,light rain
566,Carutapera,BR,-1.195,-46.02,77.65,90,27,6.6,scattered clouds
567,Lola,GN,7.8,-8.5333,70.23,98,18,2.91,light rain
568,Minab,IR,27.1467,57.0801,80.1,17,0,4.74,clear sky
569,Mahina,PF,-17.5065,-149.489,83.97,75,40,14.74,scattered clouds
570,Ambagarh Chauki,IN,20.7833,80.7167,92.44,24,24,2.8,few clouds
571,Plettenberg Bay,ZA,-34.0527,23.3716,54.93,53,46,5.1,scattered clouds
572,Naryan-Mar,RU,67.6713,53.087,52.34,63,25,14.97,scattered clouds
573,Evensk,RU,61.95,159.2333,42.13,72,17,5.48,few clouds
574,Moshny,UA,49.5147,31.7476,55.42,71,100,6.44,overcast clouds
575,Safaga,EG,26.7292,33.9365,75.04,44,0,20.22,clear sky
576,Nuevo Casas Grandes,MX,30.4167,-107.9167,79.75,16,0,11.99,clear sky
577,Yeppoon,AU,-23.1333,150.7333,76.78,69,32,15.08,scattered clouds
578,Khandbari,NP,27.3747,87.2039,77.83,70,46,1.9,scattered clouds
579,Acajutla,SV,13.5928,-89.8275,84.79,77,70,4.12,broken clouds
580,Tran,BG,42.8353,22.6517,53.8,83,35,3.22,scattered clouds
581,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.11,91,30,1.07,scattered clouds
582,Rum,AT,47.2978,11.4346,47.68,91,75,1.99,light rain
583,Biak,ID,-0.9131,122.8766,80.98,77,83,5.91,broken clouds
584,Neryungri,RU,56.6709,124.6491,42.8,47,100,19.71,overcast clouds
585,Merauke,ID,-8.4667,140.3333,81.1,81,100,14.07,moderate rain
586,Bogorodskoye,RU,56.55,37.8833,49.28,90,0,6.53,clear sky
587,Labuan,MY,5.2767,115.2417,80.76,73,100,7.58,overcast clouds
588,Novyy Urengoy,RU,66.0833,76.6333,56.46,88,100,12.33,light rain
589,Katobu,ID,-4.9408,122.5276,85.48,64,20,3.13,few clouds
590,Umea,SE,63.8284,20.2597,37.33,93,90,8.05,overcast clouds
591,Tambopata,PE,-12.7333,-69.1833,78.39,77,100,0.51,overcast clouds
592,Karsava,LV,56.7841,27.6883,52.05,98,100,9.08,overcast clouds
593,Zhangye,CN,38.9342,100.4517,55.69,24,3,5.3,clear sky
594,Noyabrsk,RU,63.1994,75.4507,62.87,64,100,19.84,overcast clouds
595,Boundiali,CI,9.5217,-6.4869,77.83,68,54,4.52,broken clouds
596,Castlegar,CA,49.2998,-117.6689,62.1,50,91,1.12,overcast clouds
597,Novo Aripuana,BR,-5.1206,-60.3797,75.51,95,100,2.91,overcast clouds
598,Catamarca,AR,-28.4696,-65.7852,52.77,69,7,5.37,clear sky
599,Podor,MR,16.6527,-14.9587,71.11,64,3,11.41,clear sky
600,Comodoro Rivadavia,AR,-45.8667,-67.5,50.92,64,32,5.84,scattered clouds
601,Sederot,IL,31.525,34.5969,67.39,74,5,4.0,clear sky
602,Yar-Sale,RU,66.8333,70.8333,59.16,65,83,13.96,broken clouds
603,Charters Towers,AU,-20.1,146.2667,77.05,49,24,11.5,few clouds
604,Toul,FR,48.6667,5.9167,47.79,81,0,13.8,clear sky
605,Barcelos,PT,41.5388,-8.6151,52.84,86,0,4.12,clear sky
606,Jiangyou,CN,31.7667,104.7167,65.01,80,100,1.83,overcast clouds
607,Tabas,IR,33.5959,56.9244,79.84,14,0,2.73,clear sky
608,Broken Hill,AU,-31.95,141.4333,66.74,38,100,13.11,overcast clouds
609,Christchurch,NZ,-43.5333,172.6333,58.03,74,64,4.0,broken clouds
610,Jacareacanga,BR,-6.2222,-57.7528,74.14,98,100,0.89,overcast clouds
611,Narwar,IN,25.65,77.9,87.39,37,18,0.6,few clouds
612,Malpe,IN,13.35,74.7167,78.1,81,50,1.19,scattered clouds
613,Arman,RU,59.7,150.1667,37.29,87,100,5.14,light rain
614,Irituia,BR,-1.7711,-47.4381,73.8,98,94,3.0,overcast clouds
615,Heiloo,NL,52.6,4.7,48.99,84,82,4.65,broken clouds
616,Kolda,SN,12.8833,-14.95,77.81,60,100,5.59,overcast clouds
617,Havelock,US,34.8791,-76.9013,73.02,80,100,3.0,overcast clouds
618,Tessalit,ML,20.1986,1.0114,92.14,22,6,4.68,clear sky
619,Trogir,HR,43.5125,16.2517,66.79,63,0,13.8,clear sky
620,Qaqortoq,GL,60.7167,-46.0333,34.43,63,100,8.3,overcast clouds
621,Hirara,JP,24.8,125.2833,81.45,87,100,14.88,overcast clouds
622,Beringovskiy,RU,63.05,179.3167,32.04,88,100,4.21,overcast clouds
623,Villanueva De Cordoba,ES,38.3228,-4.6287,58.73,39,100,6.53,overcast clouds
624,Bocana De Paiwas,NI,12.7857,-85.1227,76.93,82,99,11.16,overcast clouds
625,Jinka,ET,5.65,36.65,64.36,75,82,3.44,broken clouds
626,Jumla,NP,29.2747,82.1838,64.04,53,0,1.14,clear sky
627,Sabang,ID,5.8933,95.3214,83.46,75,100,12.3,overcast clouds
628,Gat,IL,31.61,34.7642,66.88,78,14,2.95,few clouds
629,Odoyev,RU,53.9393,36.6864,47.79,86,17,6.89,few clouds
630,Otane,NZ,-39.8833,176.6333,57.0,78,100,9.62,overcast clouds
631,Kartaly,RU,53.0522,60.6467,70.72,42,43,10.69,scattered clouds
632,Launceston,AU,-41.45,147.1667,57.61,78,90,1.99,overcast clouds
633,Talara,PE,-4.5772,-81.2719,68.72,80,56,18.41,broken clouds
634,Samana,DO,19.2056,-69.3369,73.98,90,100,8.57,overcast clouds
635,Fereydunshahr,IR,32.941,50.121,57.15,40,100,4.25,overcast clouds
636,Roma,US,43.2128,-75.4557,71.11,79,12,3.0,few clouds
637,Santa Cruz,BO,-17.8,-63.1667,67.46,38,90,7.74,overcast clouds
638,Duartina,BR,-22.4144,-49.4039,63.05,94,100,6.96,light rain
639,Parabel,RU,58.6978,81.4825,68.09,61,0,7.0,clear sky
640,Hobyo,SO,5.3505,48.5268,78.12,82,100,20.15,overcast clouds
641,San Vicente,AR,-26.6167,-54.1333,50.67,79,81,2.55,broken clouds
642,Suzdal,RU,56.4281,40.4414,49.33,85,12,6.76,few clouds
643,Berezovyy,RU,51.6667,135.7,48.6,87,100,5.12,overcast clouds
644,Pingliang,CN,35.5392,106.6861,58.5,33,59,2.55,broken clouds
645,Jalu,LY,29.0331,21.5482,70.66,26,0,9.51,clear sky
646,Simao,CN,22.7886,100.9748,84.45,47,5,3.8,clear sky
647,Srednekolymsk,RU,67.45,153.6833,44.64,54,28,12.75,scattered clouds
648,Taybad,IR,34.74,60.7756,71.83,21,84,4.92,broken clouds
649,Hudson Bay,CA,52.85,-102.3842,38.43,97,97,6.44,overcast clouds
650,Senanga,ZM,-16.1167,23.2667,55.8,52,3,5.64,clear sky
651,Manturovo,RU,58.3353,44.7619,50.95,75,4,6.76,clear sky
652,Boa Vista,BR,2.8197,-60.6733,78.78,83,75,2.3,broken clouds
653,Davenda,RU,53.5556,119.317,36.75,93,100,14.23,light rain
654,Rusape,ZW,-18.5278,32.1284,51.57,91,79,4.41,broken clouds
655,Grand Forks,US,47.9417,-97.4337,48.13,100,90,12.66,overcast clouds
656,Black Forest,US,39.0131,-104.7008,57.2,67,1,7.0,clear sky
657,Zaraza,VE,9.3503,-65.3245,80.15,72,67,6.51,broken clouds
658,Along,IN,28.1667,94.7667,76.68,86,83,1.16,broken clouds
659,Yaring,TH,6.8662,101.3689,84.15,76,97,8.72,overcast clouds
660,Ewa Beach,US,21.3156,-158.0072,81.09,61,67,11.65,broken clouds
661,Ola,RU,59.5833,151.2833,38.21,78,100,8.75,overcast clouds
662,Den Helder,NL,52.9599,4.7593,48.97,82,75,9.22,broken clouds
663,Huarmey,PE,-10.0681,-78.1522,64.94,84,25,5.91,scattered clouds
664,Nguru,NG,12.8791,10.4526,87.19,45,60,8.66,broken clouds
665,Innisfail,AU,-17.5333,146.0333,76.87,85,94,8.99,overcast clouds
666,San Nicolas,PH,18.1725,120.5953,89.08,59,78,5.41,broken clouds
667,Thunder Bay,CA,48.4001,-89.3168,48.11,95,90,6.91,light rain
668,Sarnia,CA,42.9787,-82.4041,72.95,81,1,11.56,clear sky
669,Nioro,GM,13.35,-15.75,76.42,55,89,4.61,overcast clouds
670,Hun,LY,29.1268,15.9477,77.59,27,0,13.49,clear sky
671,Sorong,ID,-0.8833,131.25,81.86,80,45,4.56,scattered clouds
672,Mega,ET,4.05,38.3,56.98,87,79,14.41,broken clouds
673,Ponta Delgada,PT,37.7333,-25.6667,56.12,67,20,6.91,few clouds
674,Abu Kamal,SY,34.4506,40.9171,68.59,50,0,12.17,clear sky
675,Parsabad,IR,39.6482,47.9174,70.48,61,49,6.69,scattered clouds
676,Fare,PF,-16.7,-151.0167,81.3,70,3,11.9,clear sky
677,Farafangana,MG,-22.8167,47.8333,70.38,74,100,2.95,light rain
678,Sona,IT,45.4388,10.8255,60.26,81,100,2.77,overcast clouds
679,Teguldet,RU,57.3064,88.1667,52.54,83,100,6.82,overcast clouds
680,Almaznyy,RU,48.0448,40.045,59.14,92,100,6.87,light rain
681,Mampong,GH,7.0627,-1.4001,71.35,97,100,4.21,overcast clouds
682,Colonelganj,IN,27.1333,81.7,88.03,42,0,2.42,clear sky
683,Pandan,PH,14.0453,124.1694,85.62,66,0,5.35,clear sky
684,Katherine,AU,-14.4667,132.2667,86.32,37,5,13.06,clear sky
685,Hammerfest,NO,70.6634,23.6821,32.45,69,90,3.44,overcast clouds
686,Drayton Valley,CA,53.2168,-114.9854,55.9,63,1,11.72,clear sky
687,Bonthe,SL,7.5264,-12.505,78.48,85,100,1.86,moderate rain
688,Banamba,ML,13.55,-7.45,89.51,19,13,4.68,few clouds
689,Caohai,CN,26.8661,104.2841,53.6,90,100,6.06,overcast clouds
690,Camopi,GF,3.1655,-52.3158,72.77,99,100,1.95,overcast clouds
691,Northam,GB,51.0333,-4.2167,49.3,87,100,10.8,overcast clouds
692,Praia,CV,14.9215,-23.5087,72.14,73,40,12.66,scattered clouds
693,Kindu,CD,-2.95,25.95,70.0,92,94,0.56,overcast clouds
