City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Coihaique,CL,2021-05-18 00:55:51,-45.5752,-72.0662,46.4,81,75,1.88
297,Mansa,IN,2021-05-18 00:55:51,29.9833,75.3833,88.32,37,87,5.66
298,Boone,US,2021-05-18 00:55:51,39.0334,-92.3335,64.99,90,100,10.49
299,Capinota,BO,2021-05-18 00:55:52,-17.7167,-66.2333,58.59,67,11,5.1
300,Esqueda,MX,2021-05-18 00:55:52,30.7167,-109.5833,73.99,15,0,22.03
301,Venustiano Carranza,MX,2021-05-18 00:52:49,19.43,-99.0992,64.4,55,75,11.5
302,Kobryn,BY,2021-05-18 00:55:53,52.2138,24.3564,52.99,92,100,5.88
303,Aykhal,RU,2021-05-18 00:55:54,66.0,111.5,21.51,91,100,15.59
304,Halifax,CA,2021-05-18 00:53:55,44.6453,-63.5724,48.2,93,75,5.75
305,Ochsenfurt,DE,2021-05-18 00:55:54,49.6643,10.0623,50.0,81,90,13.8
306,Maple Creek,CA,2021-05-18 00:55:55,49.9168,-109.4848,84.2,15,37,13.8
307,Kruisfontein,ZA,2021-05-18 00:55:55,-34.0033,24.7314,48.99,81,3,5.68
308,Bajil,YE,2021-05-18 00:55:55,15.0584,43.2851,87.82,49,57,4.07
309,Olafsvik,IS,2021-05-18 00:55:56,64.8945,-23.7142,37.27,73,62,17.25
310,Purranque,CL,2021-05-18 00:55:56,-40.9167,-73.1667,51.8,100,90,1.14
311,Gao,ML,2021-05-18 00:55:57,16.6362,1.637,92.48,12,0,5.61
312,Saint Anthony,US,2021-05-18 00:55:57,45.0205,-93.218,78.8,29,1,10.36
313,Vila,PT,2021-05-18 00:55:57,42.0304,-8.1588,54.0,76,100,10.0
314,Chernyshevskiy,RU,2021-05-18 00:55:58,63.0128,112.4714,28.54,61,100,9.6
315,Saskylakh,RU,2021-05-18 00:55:58,71.9167,114.0833,29.91,95,100,13.94
316,Hasaki,JP,2021-05-18 00:55:59,35.7333,140.8333,71.01,88,75,14.97
317,Belyy Yar,RU,2021-05-18 00:55:59,53.6039,91.3903,51.8,82,0,6.71
318,Lompoc,US,2021-05-18 00:55:46,34.6391,-120.4579,60.8,72,75,14.97
319,Mao,ES,2021-05-18 00:51:28,39.8885,4.2658,59.0,72,0,5.75
320,Moron,AR,2021-05-18 00:51:13,-34.6534,-58.6198,55.0,93,0,1.14
321,Yuancheng,CN,2021-05-18 00:56:00,36.652,107.7896,61.18,49,100,6.51
322,Vilyuysk,RU,2021-05-18 00:56:01,63.7553,121.6247,33.4,35,100,8.5
323,Yarega,RU,2021-05-18 00:56:01,63.4354,53.5765,44.96,80,100,3.18
324,Westport,US,2021-05-18 00:56:01,41.1415,-73.3579,64.0,35,28,1.01
325,Hamilton,US,2021-05-18 00:55:33,39.1834,-84.5333,64.0,85,100,4.21
326,Naze,JP,2021-05-18 00:56:02,28.3667,129.4833,78.8,89,75,13.8
327,Bubaque,GW,2021-05-18 00:56:02,11.2833,-15.8333,77.92,73,83,13.33
328,Puerto Baquerizo Moreno,EC,2021-05-18 00:56:03,-0.9,-89.6,74.98,83,97,12.91
329,Boa Vista,BR,2021-05-18 00:55:23,2.8197,-60.6733,80.6,83,20,4.61
330,Remanso,BR,2021-05-18 00:56:03,-9.6179,-42.0831,80.13,54,100,8.23
331,Talas,TR,2021-05-18 00:56:04,38.6908,35.5538,44.6,76,0,5.75
332,Harda,IN,2021-05-18 00:51:12,22.3333,77.1,85.06,57,100,5.41
333,Vilhena,BR,2021-05-18 00:51:58,-12.7406,-60.1458,69.89,64,100,1.97
334,Batagay-Alyta,RU,2021-05-18 00:56:05,67.8006,130.4114,40.23,70,100,8.97
335,Tournon-Sur-Rhone,FR,2021-05-18 00:56:05,45.0667,4.8333,51.01,81,100,4.07
336,Jiayuguan,CN,2021-05-18 00:56:06,39.8167,98.3,54.9,49,100,18.97
337,Kamaishi,JP,2021-05-18 00:56:06,39.2667,141.8833,66.2,59,20,4.61
338,Chabahar,IR,2021-05-18 00:56:07,25.2919,60.643,85.8,66,0,10.89
339,Ambilobe,MG,2021-05-18 00:56:07,-13.2,49.05,68.94,85,12,3.29
340,Kem,RU,2021-05-18 00:56:08,64.9555,34.5793,49.51,91,100,7.05
341,Puerto Cabezas,NI,2021-05-18 00:56:08,14.0351,-83.3888,78.71,77,2,7.23
342,Contamana,PE,2021-05-18 00:56:09,-7.3333,-75.0167,72.19,97,83,1.36
343,Anadyr,RU,2021-05-18 00:56:09,64.75,177.4833,35.6,87,75,13.42
344,Galesong,ID,2021-05-18 00:56:09,-5.3166,119.3661,82.4,78,20,2.3
345,Puerto Madryn,AR,2021-05-18 00:56:10,-42.7692,-65.0385,54.55,65,11,21.18
346,Santa Rosa,PH,2021-05-18 00:53:53,14.3122,121.1114,88.0,66,75,4.61
347,Karratha,AU,2021-05-18 00:56:10,-20.7377,116.8463,77.41,45,5,10.27
348,Karachi,PK,2021-05-18 00:56:11,24.9056,67.0822,91.4,24,62,6.91
349,Grindavik,IS,2021-05-18 00:56:11,63.8424,-22.4338,41.0,70,75,3.44
350,Saint Joseph,US,2021-05-18 00:56:12,39.7686,-94.8466,66.2,88,90,9.22
351,Maarianhamina,AX,2021-05-18 00:56:12,60.0973,19.9348,42.8,100,90,5.75
352,Zabid,YE,2021-05-18 00:56:13,14.1951,43.3152,85.86,62,81,7.2
353,Tura,IN,2021-05-18 00:56:13,25.5198,90.2201,78.73,76,100,4.74
354,Necochea,AR,2021-05-18 00:56:13,-38.5473,-58.7368,50.0,86,100,5.03
355,Oussouye,SN,2021-05-18 00:56:14,12.485,-16.5469,77.0,88,0,6.91
356,Fort Saint James,CA,2021-05-18 00:56:14,54.4333,-124.25,55.85,41,32,4.68
357,Shubarkuduk,KZ,2021-05-18 00:56:15,49.1447,56.4872,63.36,57,4,5.88
358,Storm Lake,US,2021-05-18 00:56:15,42.6411,-95.2097,64.4,94,90,13.8
359,Atar,MR,2021-05-18 00:56:15,20.5169,-13.0499,88.16,16,79,8.84
360,Churapcha,RU,2021-05-18 00:56:16,62.0025,132.4325,37.98,52,88,7.45
361,Wilmington Island,US,2021-05-18 00:56:16,32.0036,-80.9737,73.4,68,1,8.05
362,Guerrero Negro,MX,2021-05-18 00:56:17,27.9769,-114.0611,62.64,71,0,22.53
363,Verkhoyansk,RU,2021-05-18 00:56:17,67.5447,133.385,53.53,43,95,11.36
364,Adoni,IN,2021-05-18 00:56:18,15.6333,77.2833,80.01,66,20,5.17
365,Puerto Del Rosario,ES,2021-05-18 00:55:51,28.5004,-13.8627,66.2,77,22,17.27
366,Goderich,CA,2021-05-18 00:52:25,43.7501,-81.7165,69.8,32,0,3.44
367,Monte Escobedo,MX,2021-05-18 00:56:18,22.3,-103.5833,72.1,27,68,11.72
368,Ornskoldsvik,SE,2021-05-18 00:56:19,63.2909,18.7153,42.8,100,90,5.75
369,Ponta Delgada,PT,2021-05-18 00:55:38,37.7333,-25.6667,60.8,94,40,10.36
370,Cumana,VE,2021-05-18 00:52:35,10.4635,-64.1775,89.6,62,47,18.41
371,Buala,SB,2021-05-18 00:56:20,-8.145,159.5921,86.11,68,67,9.01
372,Maryville,US,2021-05-18 00:56:20,35.7565,-83.9705,75.2,50,90,2.33
373,Atikokan,CA,2021-05-18 00:56:20,48.7555,-91.6216,66.67,65,23,2.64
374,Xuddur,SO,2021-05-18 00:56:21,4.1213,43.8894,73.35,74,92,15.57
375,Chase,CA,2021-05-18 00:56:22,50.8165,-119.6857,66.2,37,100,4.61
376,Filadelfia,US,2021-05-18 00:56:22,39.9523,-75.1638,71.6,35,40,9.22
377,Dunedin,NZ,2021-05-18 00:55:23,-45.8742,170.5036,51.01,36,57,15.01
378,Haines Junction,CA,2021-05-18 00:56:23,60.7522,-137.5108,51.8,40,100,12.66
379,Lakes Entrance,AU,2021-05-18 00:56:23,-37.8811,147.981,60.01,61,0,1.01
380,Opuwo,NA,2021-05-18 00:56:24,-18.0607,13.84,61.59,35,16,0.85
381,Srednekolymsk,RU,2021-05-18 00:56:24,67.45,153.6833,41.02,75,91,3.83
382,Butembo,CD,2021-05-18 00:56:25,0.15,29.2833,57.27,97,94,2.75
383,Arrecife,ES,2021-05-18 00:56:25,28.963,-13.5477,66.2,82,0,25.32
384,Whitehorse,CA,2021-05-18 00:53:32,60.7161,-135.0538,50.0,46,75,5.75
385,Saint-Georges,GD,2021-05-18 00:56:26,12.0564,-61.7485,82.4,83,20,17.27
386,Wanning,CN,2021-05-18 00:56:26,18.8003,110.3967,87.12,70,100,10.96
387,Sungairaya,ID,2021-05-18 00:56:27,0.7,108.9,81.5,78,97,2.89
388,Carlsbad,US,2021-05-18 00:55:59,33.1581,-117.3506,66.99,72,75,12.66
389,Ozernovskiy,RU,2021-05-18 00:56:27,51.5,156.5167,35.82,91,98,9.1
390,Freeport,US,2021-05-18 00:52:46,40.6576,-73.5832,63.0,51,1,8.05
391,Estelle,US,2021-05-18 00:56:28,29.8458,-90.1067,77.0,83,75,13.8
392,Shihezi,CN,2021-05-18 00:56:28,44.3,86.0333,69.08,30,0,7.31
393,Morros,BR,2021-05-18 00:56:29,-9.4467,-46.3003,77.85,52,99,0.72
394,Dubti,ET,2021-05-18 00:56:29,11.7361,41.0853,88.5,22,18,5.46
395,Nara,JP,2021-05-18 00:54:22,34.6851,135.8049,77.0,78,75,2.3
396,Aksu,CN,2021-05-18 00:56:29,41.1231,80.2644,64.96,27,0,3.38
397,Sosnovo,RU,2021-05-18 00:56:30,60.5514,30.2144,60.01,72,100,4.54
398,Kysyl-Syr,RU,2021-05-18 00:56:30,63.8986,122.7617,35.01,33,100,8.86
399,Nabire,ID,2021-05-18 00:56:31,-3.3667,135.4833,84.2,73,100,1.05
400,College,US,2021-05-18 00:56:31,64.8569,-147.8028,57.99,35,90,14.97
401,Japitan,PH,2021-05-18 00:56:31,10.1279,123.5035,86.0,74,40,8.05
402,Marsabit,KE,2021-05-18 00:55:18,2.3284,37.9899,64.38,80,100,17.47
403,Andenes,NO,2021-05-18 00:56:32,69.3143,16.1194,44.6,87,20,14.97
404,Los Llanos De Aridane,ES,2021-05-18 00:56:33,28.6585,-17.9182,66.2,77,20,12.66
405,Kommunisticheskiy,RU,2021-05-18 00:56:33,61.6789,64.4819,46.69,87,100,9.48
406,Leshukonskoye,RU,2021-05-18 00:56:34,64.8989,45.7622,52.7,81,89,4.97
407,High Level,CA,2021-05-18 00:56:34,58.5169,-117.136,51.8,62,75,14.97
408,Madarounfa,NE,2021-05-18 00:56:34,13.3087,7.156,87.17,14,18,8.72
409,Morondava,MG,2021-05-18 00:55:01,-20.2833,44.2833,69.03,73,0,10.54
410,Klerksdorp,ZA,2021-05-18 00:56:35,-26.8521,26.6667,47.68,52,4,1.79
411,Mirador,BR,2021-05-18 00:56:35,-6.3708,-44.3631,76.06,77,74,1.52
412,Bharatpur,IN,2021-05-18 00:56:36,27.2167,77.4833,78.51,70,100,12.77
413,Tokur,RU,2021-05-18 00:56:36,53.1333,132.9,36.86,97,100,0.92
414,Nizamabad,IN,2021-05-18 00:56:37,18.6667,78.1167,84.24,58,100,9.08
415,Husavik,IS,2021-05-18 00:56:37,66.0449,-17.3389,33.8,75,90,8.05
416,Chihuahua,MX,2021-05-18 00:56:37,28.5,-106.0,89.6,5,1,13.8
417,Morwell,AU,2021-05-18 00:56:38,-38.2333,146.4,54.0,82,29,5.19
418,Gandorhun,SL,2021-05-18 00:56:38,7.5,-11.8333,76.55,93,87,3.04
419,Andros,GR,2021-05-18 00:56:39,37.8333,24.9333,66.2,82,1,6.91
420,Shemonaikha,KZ,2021-05-18 00:56:39,50.6328,81.9056,63.63,70,3,3.62
421,Taltal,CL,2021-05-18 00:56:40,-25.4,-70.4833,63.03,81,48,3.58
422,Santiago Tuxtla,MX,2021-05-18 00:56:40,18.4667,-95.3,86.99,51,1,10.8
423,Hami,CN,2021-05-18 00:56:41,42.8,93.45,64.87,40,83,2.64
424,Rundu,NA,2021-05-18 00:56:41,-17.9333,19.7667,55.4,38,0,4.83
425,Batemans Bay,AU,2021-05-18 00:56:41,-35.7167,150.1833,59.0,64,0,2.86
426,Ahipara,NZ,2021-05-18 00:56:42,-35.1667,173.1667,59.86,63,100,19.82
427,Mogadishu,SO,2021-05-18 00:56:16,2.0371,45.3438,78.96,86,100,17.25
428,Quang Ngai,VN,2021-05-18 00:56:43,15.1167,108.8,88.25,58,64,6.33
429,Skibbereen,IE,2021-05-18 00:56:43,51.55,-9.2667,44.6,93,75,2.3
430,Oxbow,CA,2021-05-18 00:56:44,49.2333,-102.1676,79.0,32,6,18.01
431,Moose Factory,CA,2021-05-18 00:56:44,51.2585,-80.6094,35.6,80,20,8.05
432,Santa Maria,BR,2021-05-18 00:54:24,-29.6842,-53.8069,53.6,100,0,2.3
433,Morant Bay,JM,2021-05-18 00:56:45,17.8815,-76.4093,79.0,83,75,8.05
434,Margate,GB,2021-05-18 00:56:45,51.3813,1.3862,48.0,80,100,1.99
435,Viedma,AR,2021-05-18 00:56:45,-40.8135,-62.9967,50.0,67,100,7.94
436,Bad Reichenhall,DE,2021-05-18 00:56:46,47.7333,12.8833,50.0,81,90,10.36
437,Yuty,PY,2021-05-18 00:56:46,-26.6,-56.25,59.63,81,0,4.47
438,Port Macquarie,AU,2021-05-18 00:51:56,-31.4333,152.9167,66.0,53,50,4.0
439,Kharitonovo,RU,2021-05-18 00:56:47,61.4009,47.4978,49.53,93,37,2.62
440,Aswan,EG,2021-05-18 00:54:21,24.0934,32.907,80.13,25,0,11.03
441,Yenagoa,NG,2021-05-18 00:56:48,4.9247,6.2642,76.44,92,98,1.99
442,Nova Olinda Do Norte,BR,2021-05-18 00:56:48,-3.8881,-59.0942,74.86,95,58,1.19
443,Grand Gaube,MU,2021-05-18 00:56:48,-20.0064,57.6608,75.99,71,13,3.0
444,Nome,US,2021-05-18 00:56:49,64.5011,-165.4064,42.01,70,1,6.91
445,Agirish,RU,2021-05-18 00:56:49,61.9247,63.0231,45.25,84,100,8.61
446,Erzin,TR,2021-05-18 00:56:50,36.9559,36.2,66.99,85,5,2.93
447,Sao Joao Da Barra,BR,2021-05-18 00:56:50,-21.6403,-41.0511,72.54,82,72,14.0
448,Yantal,RU,2021-05-18 00:56:51,56.8471,105.2542,43.34,25,100,3.29
449,Goshen,US,2021-05-18 00:55:17,41.5823,-85.8344,66.2,68,1,6.91
450,Turbat,PK,2021-05-18 00:56:51,26.0023,63.044,88.59,30,1,3.18
451,Marzuq,YE,2021-05-18 00:53:52,14.4,46.4667,79.61,19,100,5.59
452,Candido Mendes,BR,2021-05-18 00:54:10,-1.4467,-45.7167,75.16,92,100,2.46
453,Kaseda,JP,2021-05-18 00:53:18,31.4167,130.3167,69.8,88,75,12.66
454,Morehead,US,2021-05-18 00:56:53,37.2711,-87.1764,69.8,64,40,3.44
455,Portland,US,2021-05-18 00:54:26,45.5234,-122.6762,64.99,52,100,3.0
456,Jiuquan,CN,2021-05-18 00:56:53,39.7432,98.5174,58.41,43,100,19.42
457,Mareeba,AU,2021-05-18 00:56:54,-17.0,145.4333,80.01,65,90,13.8
458,Fort-Shevchenko,KZ,2021-05-18 00:56:54,44.5086,50.263,76.66,22,99,26.44
459,Makiyivka,UA,2021-05-18 00:56:54,48.0478,37.9258,58.69,90,100,5.99
460,Saldanha,ZA,2021-05-18 00:56:55,-33.0117,17.9442,48.2,81,100,4.85
461,Namibe,AO,2021-05-18 00:56:55,-15.1961,12.1522,73.26,53,4,9.82
462,Damara,CF,2021-05-18 00:56:56,4.9608,18.7035,77.0,88,40,3.44
463,Flinders,AU,2021-05-18 00:56:56,-34.5833,150.8552,64.0,57,0,1.99
464,Fjerritslev,DK,2021-05-18 00:56:57,57.0813,9.2664,50.0,87,75,12.66
465,Port-Gentil,GA,2021-05-18 00:56:57,-0.7193,8.7815,80.22,84,100,9.53
466,Kodinsk,RU,2021-05-18 00:56:57,58.6881,99.1844,42.55,27,7,2.89
467,Miandrivazo,MG,2021-05-18 00:56:58,-19.5167,45.4667,69.08,72,7,2.51
468,Okhotsk,RU,2021-05-18 00:56:58,59.3833,143.3,34.47,97,100,2.55
469,Balkhash,KZ,2021-05-18 00:56:59,46.844,74.9804,66.16,54,6,9.24
470,Lorengau,PG,2021-05-18 00:56:59,-2.0226,147.2712,85.35,71,16,8.68
471,Ramgarh,IN,2021-05-18 00:56:59,23.6333,85.5167,78.8,78,40,5.91
472,Iquitos,PE,2021-05-18 00:54:59,-3.7481,-73.2472,77.0,88,75,1.74
473,Salinas,US,2021-05-18 00:57:00,36.6777,-121.6555,60.8,63,75,16.11
474,Tilichiki,RU,2021-05-18 00:57:01,60.4667,166.1,32.18,98,100,6.53
475,Cam Ranh,VN,2021-05-18 00:57:01,11.9214,109.1591,82.4,78,20,1.14
476,Ust-Nera,RU,2021-05-18 00:57:02,64.5667,143.2,46.98,51,97,3.4
477,Buraydah,SA,2021-05-18 00:52:16,26.326,43.975,80.6,24,0,9.22
478,Flin Flon,CA,2021-05-18 00:57:02,54.7682,-101.865,64.6,55,100,11.68
479,Caconda,AO,2021-05-18 00:57:03,-13.7333,15.0667,56.12,57,0,2.3
480,Kabinda,CD,2021-05-18 00:57:03,-6.1333,24.4833,68.45,65,100,4.27
481,Boguchany,RU,2021-05-18 00:57:03,58.3814,97.4531,43.77,33,12,2.75
482,Pangoa,PE,2021-05-18 00:57:04,-12.1167,-73.0,66.61,98,55,2.42
483,Qasigiannguit,GL,2021-05-18 00:57:04,68.8193,-51.1922,29.03,78,55,4.47
484,Barra Patuca,HN,2021-05-18 00:57:05,15.8,-84.2833,81.28,74,1,14.72
485,Litovko,RU,2021-05-18 00:57:05,49.2361,135.1742,70.84,43,11,14.94
486,Apsheronsk,RU,2021-05-18 00:57:05,44.46,39.73,53.83,96,100,3.44
487,Novyy Urengoy,RU,2021-05-18 00:57:06,66.0833,76.6333,32.97,68,100,10.87
488,Zamora,EC,2021-05-18 00:53:48,-4.0692,-78.9567,68.31,99,100,0.78
489,Oga,IT,2021-05-18 00:57:07,46.4631,10.347,46.99,86,79,2.3
490,Namatanai,PG,2021-05-18 00:57:07,-3.6667,152.4333,86.29,67,18,8.01
491,Aklavik,CA,2021-05-18 00:57:07,68.2191,-135.0107,53.6,28,13,6.91
492,Uray,RU,2021-05-18 00:57:08,60.1247,64.7758,54.43,84,100,10.69
493,Sao Miguel Do Araguaia,BR,2021-05-18 00:57:08,-13.275,-50.1628,76.84,46,98,3.31
494,Dzilam Gonzalez,MX,2021-05-18 00:57:09,21.2833,-88.9333,85.32,59,100,9.86
495,Kirakira,SB,2021-05-18 00:57:09,-10.4544,161.9205,84.63,76,85,11.05
496,Lyngseidet,NO,2021-05-18 00:57:10,69.5763,20.2189,46.4,71,75,5.75
497,Alugan,PH,2021-05-18 00:57:10,12.2188,125.4808,82.78,84,100,14.07
498,Bitburg,DE,2021-05-18 00:57:10,49.9667,6.5333,46.4,100,75,6.91
499,Baoro,CF,2021-05-18 00:57:11,5.6667,15.9667,68.52,95,100,2.53
500,Cookeville,US,2021-05-18 00:53:16,36.1628,-85.5016,69.8,60,1,3.94
501,Dawei,MM,2021-05-18 00:57:11,14.0833,98.2,83.46,82,29,1.28
502,Buckeye,US,2021-05-18 00:55:49,33.3703,-112.5838,90.0,14,2,5.75
503,Shelburne,CA,2021-05-18 00:57:12,44.0787,-80.2041,68.0,45,1,3.44
504,Kalispell,US,2021-05-18 00:57:12,48.1958,-114.3129,82.4,17,1,13.8
505,Bida,NG,2021-05-18 00:57:13,9.0833,6.0167,79.97,75,94,4.43
506,Vinh,VN,2021-05-18 00:56:45,18.6667,105.6667,83.95,75,92,1.39
507,Sosnovka,RU,2021-05-18 00:57:13,56.255,51.2842,58.64,90,14,4.52
508,Matagami,CA,2021-05-18 00:57:14,49.7502,-77.6328,50.0,93,90,8.05
509,Marabba,SD,2021-05-18 00:57:14,12.35,32.1833,89.58,35,67,6.85
510,Wangqing,CN,2021-05-18 00:57:14,43.3218,129.7634,71.94,35,0,4.09
511,Nuevitas,CU,2021-05-18 00:57:15,21.5453,-77.2644,77.0,88,75,10.36
512,Uniao,BR,2021-05-18 00:57:15,-4.5858,-42.8642,78.8,89,0,4.61
513,Vila Velha,BR,2021-05-18 00:57:16,-20.3297,-40.2925,71.6,78,0,4.61
514,Sao Jose Da Coroa Grande,BR,2021-05-18 00:57:16,-8.8978,-35.1478,75.63,82,16,7.74
515,Kindu,CD,2021-05-18 00:57:16,-2.95,25.95,69.82,99,100,2.06
516,Sao Desiderio,BR,2021-05-18 00:57:17,-12.3633,-44.9733,68.36,62,39,3.27
517,Plouzane,FR,2021-05-18 00:57:17,48.3833,-4.6167,50.0,93,0,5.75
518,Banyumas,ID,2021-05-18 00:57:18,-7.5142,109.2942,81.54,72,16,3.56
519,Birin,NP,2021-05-18 00:57:18,26.8865,88.0718,64.96,70,100,2.84
520,Puerto Rico,AR,2021-05-18 00:57:19,-26.796,-55.024,57.49,84,0,1.36
521,Maues,BR,2021-05-18 00:57:19,-3.3836,-57.7186,74.66,95,86,2.44
522,Carndonagh,IE,2021-05-18 00:57:19,55.25,-7.2667,39.87,94,10,5.73
523,Muros,ES,2021-05-18 00:57:20,42.7762,-9.0603,57.0,91,100,15.05
524,Turkistan,KZ,2021-05-18 00:57:20,43.0,68.0,67.66,30,0,8.63
525,Bonfim,BR,2021-05-18 00:57:21,3.0833,-59.95,78.3,83,89,3.71
526,Bahar,IR,2021-05-18 00:57:21,34.9072,48.4414,60.82,29,19,5.12
527,Santa Cruz,BO,2021-05-18 00:57:22,-17.8,-63.1667,69.04,87,41,3.65
