City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
64,Arraial Do Cabo,BR,2021-05-18 00:54:20,-22.9661,-42.0278,71.51,84,96,15.5
65,Fairbanks,US,2021-05-18 00:54:20,64.8378,-147.7164,60.8,35,90,14.97
66,Geraldton,AU,2021-05-18 00:54:21,-28.7667,114.6,68.0,88,75,5.75
67,Dongsheng,CN,2021-05-18 00:54:21,39.8161,109.9776,63.28,20,99,13.87
68,Karaton,ID,2021-05-18 00:54:21,-6.3424,106.1045,80.01,83,20,8.05
69,La Ronge,CA,2021-05-18 00:54:22,55.1001,-105.2842,64.4,48,100,11.5
70,Tiksi,RU,2021-05-18 00:54:22,71.6872,128.8694,31.53,94,100,17.16
71,Cockburn Town,TC,2021-05-18 00:53:42,21.4612,-71.1419,80.6,78,40,8.05
72,Qaanaaq,GL,2021-05-18 00:53:51,77.484,-69.3632,29.88,82,98,7.61
73,Arlit,NE,2021-05-18 00:54:23,18.7369,7.3853,92.8,10,8,8.68
74,Hobart,AU,2021-05-18 00:53:49,-42.8794,147.3294,60.01,51,20,17.27
75,Plakhtiyivka,UA,2021-05-18 00:54:24,46.1006,29.7217,55.29,90,79,5.88
76,Bambous Virieux,MU,2021-05-18 00:53:38,-20.3428,57.7575,77.0,73,40,9.22
77,Bethel,US,2021-05-18 00:54:24,41.3712,-73.414,66.2,42,1,6.91
78,Road Town,VG,2021-05-18 00:50:17,18.4167,-64.6167,82.4,74,20,4.61
79,Fallon,US,2021-05-18 00:54:25,39.4735,-118.7774,84.2,12,40,11.5
80,Lata,PT,2021-05-18 00:54:25,40.1629,-8.3327,55.0,81,62,1.01
81,Bluff,NZ,2021-05-18 00:53:41,-46.6,168.3333,42.01,86,100,23.0
82,Jamestown,US,2021-05-18 00:54:26,42.097,-79.2353,64.4,42,1,4.61
83,Yarmouth,US,2021-05-18 00:54:26,41.7057,-70.2286,62.6,55,1,10.36
84,Touros,BR,2021-05-18 00:53:11,-5.1989,-35.4608,77.0,94,0,5.75
85,Auki,SB,2021-05-18 00:54:27,-8.7676,160.7034,86.25,65,26,3.24
86,Mecca,SA,2021-05-18 00:54:27,21.4267,39.8261,78.64,17,0,2.55
87,Georgetown,MY,2021-05-18 00:53:46,5.4112,100.3354,84.0,89,20,2.3
88,Ercis,TR,2021-05-18 00:54:28,39.0287,43.3586,50.0,53,20,3.44
89,Alyangula,AU,2021-05-18 00:54:28,-13.8483,136.4192,80.6,50,22,9.22
90,Half Moon Bay,US,2021-05-18 00:51:14,37.4636,-122.4286,63.0,82,90,11.5
91,Ponta Do Sol,PT,2021-05-18 00:53:42,32.6667,-17.1,66.2,68,20,24.16
92,San Javier,ES,2021-05-18 00:53:07,37.8063,-0.8374,64.0,88,40,5.75
93,Sumenep,ID,2021-05-18 00:54:29,-7.0167,113.8667,81.84,73,100,8.23
94,Hukuntsi,BW,2021-05-18 00:54:30,-24.0,21.75,56.61,38,0,9.26
95,Mocuba,MZ,2021-05-18 00:54:30,-16.8392,36.9856,64.72,96,0,2.46
96,Cap Malheureux,MU,2021-05-18 00:54:30,-19.9842,57.6142,75.99,71,13,3.0
97,Leningradskiy,RU,2021-05-18 00:53:40,69.3833,178.4167,32.13,91,72,10.94
98,San Patricio,US,2021-05-18 00:54:31,28.017,-97.5169,80.01,89,90,18.41
99,Sambava,MG,2021-05-18 00:54:18,-14.2667,50.1667,70.95,87,9,7.49
100,Soyo,AO,2021-05-18 00:54:32,-6.1349,12.3689,78.53,84,100,3.49
101,Moura,PT,2021-05-18 00:54:32,38.1401,-7.4486,57.2,54,0,6.91
102,Banjar,ID,2021-05-18 00:54:32,-8.19,114.9675,82.4,83,40,10.36
103,Ryotsu,JP,2021-05-18 00:54:33,38.0833,138.4333,59.0,94,75,2.3
104,Longyearbyen,SJ,2021-05-18 00:54:33,78.2186,15.6401,19.4,86,40,3.44
105,Sorland,NO,2021-05-18 00:54:34,67.667,12.6934,44.73,88,100,12.66
106,Santiago De Cao,PE,2021-05-18 00:54:34,-7.9589,-79.2392,66.2,88,90,8.05
107,Port Hardy,CA,2021-05-18 00:54:34,50.6996,-127.4199,44.6,93,90,6.91
108,Katsuura,JP,2021-05-18 00:54:35,35.1333,140.3,78.8,73,75,3.44
109,Kostomuksha,RU,2021-05-18 00:54:35,64.571,30.5767,54.61,85,100,8.25
110,Pisco,PE,2021-05-18 00:54:36,-13.7,-76.2167,64.0,88,90,6.91
111,Wladyslawowo,PL,2021-05-18 00:54:36,54.7909,18.4009,53.01,93,100,2.3
112,Alofi,NU,2021-05-18 00:54:36,-19.0595,-169.9187,82.4,74,75,13.8
113,Yellowknife,CA,2021-05-18 00:50:49,62.456,-114.3525,39.2,48,75,17.27
114,Mahebourg,MU,2021-05-18 00:54:37,-20.4081,57.7,77.0,73,40,9.22
115,Dalvik,IS,2021-05-18 00:54:37,65.9702,-18.5286,33.8,75,90,8.05
116,Chumikan,RU,2021-05-18 00:54:38,54.7183,135.315,35.76,92,100,6.73
117,Avarua,CK,2021-05-18 00:54:38,-21.2078,-159.775,77.0,83,75,9.22
118,Abu Samrah,SY,2021-05-18 00:54:38,35.3029,37.1841,60.57,61,6,6.6
119,Hobyo,SO,2021-05-18 00:54:39,5.3505,48.5268,79.77,84,99,21.41
120,Mar Del Plata,AR,2021-05-18 00:50:00,-38.0023,-57.5575,54.0,76,90,3.44
121,Luderitz,NA,2021-05-18 00:54:39,-26.6481,15.1594,61.52,55,0,5.1
122,Puro,PH,2021-05-18 00:54:40,12.4841,123.3827,85.62,71,100,14.03
123,Yangjiang,CN,2021-05-18 00:53:24,21.85,111.9667,85.21,74,84,9.48
124,Kalmunai,LK,2021-05-18 00:54:40,7.4167,81.8167,81.25,80,44,2.82
125,Labuhan,ID,2021-05-18 00:54:41,-6.8844,112.2051,81.25,72,100,7.05
126,Synya,RU,2021-05-18 00:54:41,65.3718,58.0387,40.01,64,47,4.99
127,Riviere-Du-Loup,CA,2021-05-18 00:50:37,47.8304,-69.5342,46.4,87,96,6.91
128,Kielce,PL,2021-05-18 00:54:42,50.8703,20.6275,53.01,96,100,12.73
129,Takoradi,GH,2021-05-18 00:54:42,4.8845,-1.7554,79.18,87,100,7.09
130,Korla,CN,2021-05-18 00:54:43,41.7597,86.1469,62.71,43,6,7.16
131,Iqaluit,CA,2021-05-18 00:54:43,63.7506,-68.5145,33.8,93,90,25.32
132,Melfort,CA,2021-05-18 00:50:07,52.8667,-104.6177,86.0,14,32,20.71
133,Airai,TL,2021-05-18 00:54:44,-8.9266,125.4092,66.24,71,100,3.56
134,Port Elizabeth,ZA,2021-05-18 00:53:44,-33.918,25.5701,48.2,93,0,4.61
135,Elmadag,TR,2021-05-18 00:54:44,39.9208,33.2308,57.2,66,0,2.3
136,Cabra,ES,2021-05-18 00:54:44,37.4725,-4.4421,64.99,54,42,3.27
137,Saint George,US,2021-05-18 00:54:45,37.1041,-113.5841,77.0,22,1,8.05
138,Hithadhoo,MV,2021-05-18 00:54:45,-0.6,73.0833,83.46,75,14,5.86
139,Bereda,ES,2021-05-18 00:54:46,43.2686,-7.5406,54.0,96,100,1.99
140,Chipinge,ZW,2021-05-18 00:54:46,-20.1883,32.6236,55.27,75,0,2.1
141,Hermanus,ZA,2021-05-18 00:54:46,-34.4187,19.2345,50.0,92,100,1.99
142,Smirnykh,RU,2021-05-18 00:54:47,49.75,142.8333,68.18,38,0,6.98
143,Tasiilaq,GL,2021-05-18 00:54:47,65.6145,-37.6368,28.4,80,2,1.79
144,Pangnirtung,CA,2021-05-18 00:54:48,66.1451,-65.7125,32.45,72,100,17.87
145,Tabou,CI,2021-05-18 00:54:48,4.423,-7.3528,78.49,88,100,7.0
146,Bokoro,TD,2021-05-18 00:54:49,12.3807,17.0568,86.85,46,82,8.39
147,Katherine,AU,2021-05-18 00:54:49,-14.4667,132.2667,75.2,50,20,10.36
148,Magadi,IN,2021-05-18 00:54:49,12.9667,77.2333,71.6,83,40,8.05
149,Geelong,AU,2021-05-18 00:54:50,-38.1471,144.3607,55.4,76,75,10.36
150,Kavieng,PG,2021-05-18 00:53:52,-2.5744,150.7967,86.23,68,21,11.36
151,Tateyama,JP,2021-05-18 00:54:50,34.9833,139.8667,75.2,83,75,5.75
152,Zirandaro,MX,2021-05-18 00:54:51,18.45,-100.9833,95.67,29,4,8.7
153,Bud,US,2021-05-18 00:54:51,39.447,-86.1758,64.0,89,100,6.8
154,Uyo,NG,2021-05-18 00:54:51,5.0333,7.9266,75.27,93,100,0.56
155,Ancud,CL,2021-05-18 00:54:52,-41.8697,-73.8203,53.01,87,100,6.91
156,Ilulissat,GL,2021-05-18 00:54:52,69.2167,-51.1,30.18,66,41,5.75
157,Ribeira Grande,PT,2021-05-18 00:54:53,38.5167,-28.7,61.84,81,99,15.55
158,Sur,OM,2021-05-18 00:53:20,22.5667,59.5289,87.76,37,2,3.09
159,Comodoro Rivadavia,AR,2021-05-18 00:54:53,-45.8667,-67.5,48.2,71,0,5.75
160,Richards Bay,ZA,2021-05-18 00:54:54,-28.783,32.0377,62.24,86,65,4.29
161,Aiken,US,2021-05-18 00:54:54,33.5835,-81.5998,73.0,60,1,4.61
162,Cabo San Lucas,MX,2021-05-18 00:52:28,22.8909,-109.9124,84.2,39,1,4.61
163,Castro,BR,2021-05-18 00:54:55,-24.7911,-50.0119,54.36,81,2,3.65
164,Wahiawa,US,2021-05-18 00:54:55,21.5028,-158.0236,81.0,50,20,24.16
165,Cervo,ES,2021-05-18 00:54:56,43.6702,-7.4101,52.0,88,100,6.82
166,Kaitangata,NZ,2021-05-18 00:53:47,-46.2817,169.8464,44.01,79,100,15.99
167,Erdemli,TR,2021-05-18 00:54:56,36.605,34.3084,66.47,78,7,2.82
168,Yantarnyy,RU,2021-05-18 00:54:57,54.8717,19.9381,53.01,87,0,2.24
169,Veraval,IN,2021-05-18 00:54:57,20.9,70.3667,81.61,79,100,38.88
170,Tessalit,ML,2021-05-18 00:54:58,20.1986,1.0114,93.76,8,53,8.93
171,Lanquin,GT,2021-05-18 00:54:58,15.5667,-89.9667,73.4,83,40,0.58
172,Chapais,CA,2021-05-18 00:54:58,49.7834,-74.8492,51.8,100,90,11.5
173,Kahului,US,2021-05-18 00:54:59,20.8947,-156.47,82.4,47,20,25.32
174,Alice Springs,AU,2021-05-18 00:54:59,-23.7,133.8833,57.2,28,65,10.36
175,San Cristobal,VE,2021-05-18 00:55:00,7.7669,-72.225,82.4,57,40,23.02
176,Kurchum,KZ,2021-05-18 00:55:00,48.5722,83.6542,63.36,59,0,4.85
177,Mahanoro,MG,2021-05-18 00:55:00,-19.9,48.8,68.61,90,6,4.32
178,Tautira,PF,2021-05-18 00:55:01,-17.7333,-149.15,87.8,55,40,6.91
179,Waipawa,NZ,2021-05-18 00:55:01,-41.4122,175.5153,59.0,44,63,21.85
180,Muroto,JP,2021-05-18 00:55:02,33.2833,134.15,73.4,94,75,8.05
181,Dhidhdhoo,MV,2021-05-18 00:55:03,6.8833,73.1,84.45,73,100,17.63
182,Pevek,RU,2021-05-18 00:55:04,69.7008,170.3133,33.76,86,20,8.99
183,Panguipulli,CL,2021-05-18 00:55:04,-39.6333,-72.3333,41.0,100,90,3.22
184,Orange Cove,US,2021-05-18 00:55:04,36.6244,-119.3137,84.0,33,0,1.01
185,Marolambo,MG,2021-05-18 00:55:05,-20.05,48.1167,61.65,97,9,2.48
186,Ler,SS,2021-05-18 00:55:05,8.3018,30.1418,80.96,63,100,2.77
187,Carnarvon,AU,2021-05-18 00:55:06,-24.8667,113.6333,66.2,88,67,6.91
188,Rongcheng,CN,2021-05-18 00:55:06,30.634,117.8517,69.76,74,100,2.66
189,Nishihara,JP,2021-05-18 00:53:50,26.1842,127.7558,86.0,74,75,14.97
190,Prieska,ZA,2021-05-18 00:55:07,-29.6641,22.7474,49.57,40,0,3.94
191,Lebu,CL,2021-05-18 00:55:07,-37.6167,-73.65,53.53,60,100,3.91
192,Encruzilhada Do Sul,BR,2021-05-18 00:55:07,-30.5439,-52.5219,46.6,74,0,5.08
193,Guane,CU,2021-05-18 00:55:08,22.2025,-84.0875,76.95,80,100,5.88
194,Aljezur,PT,2021-05-18 00:55:08,37.3191,-8.8033,57.9,78,0,9.26
195,Talnakh,RU,2021-05-18 00:55:09,69.4865,88.3972,16.23,90,56,3.8
196,Ilo,PE,2021-05-18 00:55:09,-17.6394,-71.3375,64.65,84,69,2.37
197,Tuatapere,NZ,2021-05-18 00:55:09,-46.1333,167.6833,42.01,86,100,23.0
198,Coromandel,BR,2021-05-18 00:55:10,-18.4733,-47.2003,61.72,54,27,4.05
199,Kargasok,RU,2021-05-18 00:55:10,59.0556,80.8572,47.68,92,100,10.65
200,Mount Isa,AU,2021-05-18 00:55:11,-20.7333,139.5,71.6,15,0,16.11
201,Polunochnoye,RU,2021-05-18 00:55:11,60.8697,60.4153,44.46,92,100,8.32
202,Golfito,CR,2021-05-18 00:55:11,8.639,-83.166,76.59,91,100,0.76
203,Plettenberg Bay,ZA,2021-05-18 00:55:12,-34.0527,23.3716,54.32,65,39,4.23
204,Dombovar,HU,2021-05-18 00:55:12,46.3766,18.137,52.0,69,7,8.99
205,Harper,LR,2021-05-18 00:53:11,4.375,-7.7169,78.69,87,100,7.61
206,Mangrul Pir,IN,2021-05-18 00:55:13,20.3167,77.35,85.26,48,100,8.84
207,Torbay,CA,2021-05-18 00:55:13,47.6666,-52.7314,36.0,93,40,4.61
208,Potiskum,NG,2021-05-18 00:55:14,11.7091,11.0694,80.02,48,10,8.19
209,Codrington,AU,2021-05-18 00:55:14,-38.2667,141.9667,57.63,66,2,9.31
210,Mingguang,CN,2021-05-18 00:55:14,32.7802,117.9638,69.48,61,100,4.83
211,Taoudenni,ML,2021-05-18 00:55:15,22.6783,-3.9836,105.76,9,100,19.51
212,Dicabisagan,PH,2021-05-18 00:55:15,17.0818,122.4157,86.02,70,100,5.84
213,Juterbog,DE,2021-05-18 00:55:16,51.9833,13.0833,48.0,82,20,8.19
214,Kenai,US,2021-05-18 00:55:16,60.5544,-151.2583,55.4,54,1,9.22
215,Poum,NC,2021-05-18 00:55:17,-20.2333,164.0167,76.3,71,100,13.09
216,Salinopolis,BR,2021-05-18 00:55:17,-0.6136,-47.3561,78.76,84,100,8.55
217,Vardo,NO,2021-05-18 00:55:17,70.3705,31.1107,39.33,98,100,3.71
218,Severo-Kurilsk,RU,2021-05-18 00:55:18,50.6789,156.125,38.25,84,68,12.01
219,Provideniya,RU,2021-05-18 00:55:18,64.3833,-173.3,30.2,86,90,11.18
220,Trairi,BR,2021-05-18 00:54:03,-3.2778,-39.2689,76.19,85,4,6.15
221,Esperance,AU,2021-05-18 00:55:19,-33.8667,121.9,59.0,58,100,8.05
222,Bonavista,CA,2021-05-18 00:55:19,48.6499,-53.1147,35.01,93,92,3.44
223,Moose Jaw,CA,2021-05-18 00:54:08,50.4001,-105.5344,87.8,10,7,17.27
224,Avignon,FR,2021-05-18 00:55:20,44.0833,4.8333,55.99,71,0,3.44
225,Palana,RU,2021-05-18 00:55:20,59.1167,159.9667,33.85,96,100,8.46
226,Sibu,MY,2021-05-18 00:55:21,2.3,111.8167,78.8,89,40,4.61
227,Souillac,MU,2021-05-18 00:55:21,-20.5167,57.5167,77.0,73,40,9.22
228,Dingle,PH,2021-05-18 00:55:22,10.9995,122.6711,86.14,69,100,9.64
229,Alvinopolis,BR,2021-05-18 00:55:22,-20.1067,-43.0489,60.24,94,97,2.55
230,Bourail,NC,2021-05-18 00:55:23,-21.5667,165.4833,75.6,66,100,13.69
231,Saint-Philippe,RE,2021-05-18 00:53:40,-21.3585,55.7679,71.6,56,0,9.22
232,Inirida,CO,2021-05-18 00:55:23,3.8653,-67.9239,73.24,98,100,1.41
233,Kardailovo,RU,2021-05-18 00:55:24,51.5386,53.9042,65.79,42,0,3.29
234,Te Anau,NZ,2021-05-18 00:55:24,-45.4167,167.7167,42.01,81,100,8.32
235,San Ramon,US,2021-05-18 00:50:47,37.7799,-121.978,66.0,59,20,24.16
236,San Pedro,PH,2021-05-18 00:55:25,14.35,121.0167,88.0,66,75,4.61
237,Ca Mau,VN,2021-05-18 00:55:25,9.1769,105.15,86.61,66,100,3.27
238,Omsukchan,RU,2021-05-18 00:55:26,62.5333,155.8,31.19,91,100,4.74
239,Aiquile,BO,2021-05-18 00:55:26,-18.2041,-65.1807,53.94,79,25,2.19
240,Ostrovnoy,RU,2021-05-18 00:55:26,68.0531,39.5131,46.22,83,8,10.07
241,Progreso,MX,2021-05-18 00:55:27,21.2833,-89.6667,86.0,66,75,6.91
242,Kieta,PG,2021-05-18 00:55:27,-6.2167,155.6333,86.16,69,22,7.56
243,Hirara,JP,2021-05-18 00:55:28,24.8,125.2833,84.2,79,40,14.97
244,Cidreira,BR,2021-05-18 00:55:28,-30.1811,-50.2056,58.5,73,0,9.46
245,Rawson,AR,2021-05-18 00:55:28,-43.3002,-65.1023,53.71,67,11,19.33
246,Glencoe,ZA,2021-05-18 00:55:29,-28.1783,30.147,47.84,90,10,3.06
247,Norman Wells,CA,2021-05-18 00:55:29,65.282,-126.8329,48.2,46,75,14.97
248,Devarkonda,IN,2021-05-18 00:55:30,16.7,78.9333,82.26,70,10,3.51
249,Mandalgovi,MN,2021-05-18 00:55:30,45.7625,106.2708,60.03,35,98,12.48
250,Papetoai,PF,2021-05-18 00:55:31,-17.4961,-149.8729,87.8,55,40,6.91
251,Yulara,AU,2021-05-18 00:55:31,-25.2406,130.9889,55.4,35,89,18.41
252,Jinotega,NI,2021-05-18 00:55:31,13.0917,-86.0018,71.76,61,16,5.12
253,Ilebo,CD,2021-05-18 00:55:32,-4.3167,20.5833,70.7,98,100,1.81
254,Honningsvag,NO,2021-05-18 00:55:33,70.9821,25.9704,40.44,92,100,12.01
255,Manta,EC,2021-05-18 00:55:33,-0.95,-80.7333,77.0,83,90,9.22
256,Chuy,UY,2021-05-18 00:53:43,-33.6971,-53.4616,52.79,79,81,6.69
257,Mackay,AU,2021-05-18 00:55:34,-21.15,149.2,71.6,49,75,16.11
258,Juegang,CN,2021-05-18 00:55:34,32.3174,121.1855,68.23,54,77,1.52
259,Guanica,PR,2021-05-18 00:55:35,17.9716,-66.908,81.0,77,6,7.7
260,Bengkulu,ID,2021-05-18 00:55:35,-3.8004,102.2655,77.07,89,86,2.53
261,Xining,CN,2021-05-18 00:55:35,36.6167,101.7667,50.32,61,100,3.58
262,Kloulklubed,PW,2021-05-18 00:55:36,7.0419,134.2556,84.2,84,75,4.61
263,Koutiala,ML,2021-05-18 00:55:36,12.3917,-5.4642,91.94,28,82,9.22
264,Port Lincoln,AU,2021-05-18 00:55:37,-34.7333,135.8667,59.92,54,100,13.53
265,Vaitape,PF,2021-05-18 00:55:37,-16.5167,-151.75,81.05,75,69,14.81
266,Tromso,NO,2021-05-18 00:55:38,69.6496,18.957,46.4,71,75,5.75
267,Meridian,US,2021-05-18 00:55:38,43.6121,-116.3915,87.8,13,1,5.75
268,Hagerstown,US,2021-05-18 00:55:39,39.6418,-77.72,69.8,43,1,4.61
269,Port Augusta,AU,2021-05-18 00:55:39,-32.5,137.7667,55.99,71,6,4.61
270,Clyde River,CA,2021-05-18 00:55:40,70.4692,-68.5914,17.6,79,90,2.3
271,Coquimbo,CL,2021-05-18 00:55:40,-29.9533,-71.3436,57.2,82,90,3.44
272,Houma,US,2021-05-18 00:50:57,29.5958,-90.7195,77.0,83,90,13.8
273,Camopi,GF,2021-05-18 00:55:41,3.1655,-52.3158,72.27,99,100,1.86
274,Dondo,MZ,2021-05-18 00:55:41,-19.6094,34.7431,64.72,93,0,2.84
275,Nantucket,US,2021-05-18 00:55:41,41.2835,-70.0995,55.4,88,1,8.05
276,Rapar,IN,2021-05-18 00:55:42,23.5667,70.6333,82.06,72,100,25.48
277,Praia Da Vitoria,PT,2021-05-18 00:55:42,38.7333,-27.0667,61.0,82,75,8.79
278,Saint-Joseph,RE,2021-05-18 00:55:43,-21.3667,55.6167,71.6,56,0,9.22
279,Wenling,CN,2021-05-18 00:55:23,28.3669,121.36,68.0,93,100,7.38
280,Ambanja,MG,2021-05-18 00:55:43,-13.6833,48.45,73.69,82,31,2.57
281,Mount Gambier,AU,2021-05-18 00:55:44,-37.8333,140.7667,53.6,100,90,9.22
282,Huarmey,PE,2021-05-18 00:55:44,-10.0681,-78.1522,65.59,87,2,7.74
283,Sao Filipe,CV,2021-05-18 00:55:45,14.8961,-24.4956,74.93,67,100,7.9
284,Dwarka,IN,2021-05-18 00:55:45,22.2394,68.9678,84.4,72,100,23.13
285,Constitucion,CL,2021-05-18 00:55:46,-35.3333,-72.4167,56.62,60,97,2.08
286,Barrow,US,2021-05-18 00:55:46,71.2906,-156.7887,30.2,80,90,5.75
287,Neyshabur,IR,2021-05-18 00:55:47,36.2133,58.7958,67.35,20,0,1.3
288,Zyryanovsk,KZ,2021-05-18 00:55:47,49.7386,84.2719,59.38,74,0,1.39
289,Meulaboh,ID,2021-05-18 00:55:48,4.1363,96.1285,75.99,93,100,10.47
290,Beloha,MG,2021-05-18 00:55:48,-25.1667,45.05,64.54,92,0,2.39
291,Dombas,NO,2021-05-18 00:55:48,62.0696,9.1235,40.57,98,100,4.54
292,Laguna,US,2021-05-18 00:55:49,38.421,-121.4238,75.2,43,1,10.36
293,Zhigansk,RU,2021-05-18 00:55:49,66.7697,123.3711,36.45,70,100,10.36
294,Huilong,CN,2021-05-18 00:55:50,31.8111,121.655,73.99,72,96,0.78
295,Ughelli,NG,2021-05-18 00:55:50,5.4899,6.0074,75.49,94,92,3.58
